No,Sex,Marital,Age,Income,JobType,Occupation,BorrowingRatio,CreditAppAmount,OtherDebts,DelinquencyInfo,DebtRestruct,Industry,Education,Dependents,OwnHouse,Foreigner,Phone,EmploymentYears,Guarantor,Collateral
59,女,未,35,5040000,1,高校教員,0.0,4190000,0,0,0,教育,2,3,1,0,1,14,0,1
60,女,既,61,4720000,3,介護スタッフ,0.0,350000,0,0,0,サービス,2,1,0,0,1,39,1,1
61,男,未,27,2540000,3,介護スタッフ,0.09,920000,240000,1,0,サービス,3,1,1,0,0,5,0,1
62,女,既,41,5030000,1,高校教員,0.0,4360000,0,0,0,教育,4,0,1,0,1,20,1,1
63,男,未,65,5570000,1,市役所職員,0.2,3170000,1110000,0,0,行政,2,3,0,0,1,28,0,1
64,男,未,36,3260000,2,製造オペレーター,0.0,850000,0,0,0,製造,2,1,1,1,0,8,1,1
65,男,未,51,4440000,2,製造オペレーター,0.44,1020000,1960000,0,0,製造,2,0,0,0,0,29,0,1
66,女,未,34,2650000,2,販売スタッフ,0.0,1580000,0,0,0,小売り,1,1,0,0,1,4,0,1
67,女,未,49,3830000,2,製造オペレーター,0.0,1640000,0,0,0,製造,1,2,0,0,0,1,1,0
68,男,既,35,6190000,3,プログラマ,0.12,2870000,770000,0,0,IT,1,0,0,0,0,1,0,0
69,女,未,25,2720000,2,販売スタッフ,0.0,2320000,0,0,0,小売り,1,0,1,0,0,3,0,0
70,女,未,51,6130000,1,市役所職員,0.31,930000,1880000,0,0,行政,4,2,1,0,0,18,0,1
71,女,未,62,3050000,3,店舗販売員,0.31,720000,960000,0,0,小売り,4,2,1,0,0,17,0,0
72,男,未,36,4570000,2,販売スタッフ,0.0,980000,0,0,0,小売り,3,3,1,0,1,18,0,0
73,女,未,25,4100000,3,介護スタッフ,0.0,2790000,0,0,0,サービス,1,0,1,0,1,1,1,1
74,女,未,50,3460000,2,販売スタッフ,0.29,1870000,1010000,0,0,小売り,2,3,0,0,0,29,1,1
75,女,既,38,4930000,2,製造オペレーター,0.0,4440000,0,0,0,製造,2,3,0,0,0,13,0,0
76,男,未,37,4510000,3,店舗販売員,0.0,940000,0,0,0,小売り,4,0,0,0,0,10,0,0
77,男,既,47,3030000,2,接客スタッフ,0.36,1280000,1080000,0,0,サービス,3,2,0,1,0,27,1,1
78,女,未,58,3270000,3,店舗販売員,0.0,2610000,0,0,0,小売り,2,0,1,0,1,37,0,1
79,男,未,52,4760000,2,販売スタッフ,0.45,2930000,2120000,0,0,小売り,3,3,1,0,1,24,1,1
80,男,未,46,4640000,1,高校教員,0.0,4290000,0,0,0,教育,3,1,1,0,1,14,1,1
81,男,未,63,3460000,3,介護スタッフ,0.0,1880000,0,0,0,サービス,1,3,1,0,0,32,0,0
82,男,既,51,6080000,1,市役所職員,0.38,3400000,2310000,0,0,行政,3,3,0,0,1,3,0,1
83,女,既,39,3110000,2,接客スタッフ,0.0,4150000,0,0,0,サービス,3,3,1,0,0,20,1,0
84,男,未,65,2860000,3,介護スタッフ,0.0,1300000,0,0,0,サービス,2,0,0,0,1,23,0,0
85,女,未,48,2820000,3,介護スタッフ,0.43,4960000,1210000,0,0,サービス,3,3,0,0,0,24,0,1
86,男,未,31,4460000,3,店舗販売員,0.13,2830000,560000,0,0,小売り,1,2,1,0,1,11,1,0
87,女,未,51,2190000,4,ホールスタッフ,0.0,4330000,0,0,0,飲食,1,0,1,0,0,29,1,1
88,女,未,27,3560000,2,製造オペレーター,0.0,3080000,0,1,0,製造,1,0,1,0,0,2,0,0
89,女,未,39,3820000,3,介護スタッフ,0.35,1290000,1340000,0,0,サービス,4,1,0,0,0,10,0,1
90,女,未,43,4570000,1,高校教員,0.24,3140000,1090000,0,0,教育,3,1,1,0,0,14,1,1
91,男,既,45,4150000,2,製造オペレーター,0.34,3750000,1400000,0,0,製造,3,3,1,0,1,11,0,0
92,男,未,34,2880000,4,ホールスタッフ,0.24,1510000,680000,0,0,飲食,3,1,0,0,0,14,1,1
93,女,未,28,4290000,2,販売スタッフ,0.28,2480000,1190000,0,0,小売り,2,3,1,0,0,9,0,1
94,男,未,55,4920000,3,プログラマ,0.0,3470000,0,0,0,IT,2,3,0,0,0,28,0,0
95,男,未,44,4510000,3,店舗販売員,0.18,460000,820000,0,0,小売り,4,0,0,0,1,8,0,0
96,男,未,53,2300000,4,ホールスタッフ,0.22,4220000,500000,0,0,飲食,4,3,0,0,1,16,0,1
97,男,既,59,6020000,3,プログラマ,0.0,2260000,0,0,0,IT,4,3,1,0,1,31,0,1
98,女,既,30,3220000,2,接客スタッフ,0.13,2400000,420000,0,0,サービス,1,2,1,0,0,6,0,1
99,女,未,37,4170000,2,製造オペレーター,0.12,4930000,500000,0,0,製造,3,1,0,0,0,10,0,1
100,男,未,55,4310000,3,介護スタッフ,0.0,4890000,0,0,0,サービス,2,1,1,0,0,10,1,0
101,男,未,26,2780000,2,販売スタッフ,0.0,3540000,0,1,1,小売り,4,2,0,0,0,3,0,1
102,女,未,48,4970000,1,市役所職員,0.0,1570000,0,0,0,行政,1,2,1,0,0,9,1,1
103,女,未,58,2950000,2,製造オペレーター,0.0,2010000,0,1,0,製造,4,0,0,0,0,19,1,0
104,男,既,25,3940000,3,店舗販売員,0.0,1020000,0,0,0,小売り,3,3,1,0,0,1,1,0
105,女,未,47,3220000,2,接客スタッフ,0.0,4020000,0,0,0,サービス,1,2,0,0,1,20,0,0
106,女,既,54,6930000,1,高校教員,0.48,3080000,3320000,0,0,教育,2,3,1,0,1,7,1,0
107,女,未,36,3630000,3,介護スタッフ,0.0,4880000,0,0,0,サービス,3,0,0,0,0,1,1,0
108,男,未,62,5240000,3,プログラマ,0.39,4410000,2060000,0,0,IT,2,3,1,0,0,2,0,1
109,女,未,59,4750000,3,店舗販売員,0.44,4910000,2070000,0,0,小売り,4,1,1,0,0,9,0,1
110,男,未,30,2570000,4,ホールスタッフ,0.29,2690000,740000,0,0,飲食,1,3,1,0,1,12,0,0
111,男,既,30,3770000,2,接客スタッフ,0.0,2920000,0,0,0,サービス,3,3,0,0,0,7,1,0
112,男,既,58,3380000,2,製造オペレーター,0.0,1620000,0,0,0,製造,2,3,0,0,1,12,1,1
113,男,未,38,5820000,3,プログラマ,0.0,4540000,0,0,0,IT,4,1,1,0,1,5,1,1
114,女,未,33,5260000,1,市役所職員,0.0,3700000,0,0,0,行政,4,0,0,0,1,2,0,0
115,女,未,63,4460000,2,接客スタッフ,0.46,2130000,2070000,1,0,サービス,2,3,1,1,0,43,0,0
116,男,未,36,4550000,3,店舗販売員,0.09,1100000,390000,0,0,小売り,4,0,1,0,1,11,1,0
117,男,既,56,5410000,1,市役所職員,0.0,4770000,0,1,1,行政,2,2,1,0,1,0,0,0
118,女,未,51,2380000,4,ホールスタッフ,0.0,4650000,0,0,0,飲食,1,1,0,0,1,5,1,1
119,男,未,51,7220000,3,プログラマ,0.0,1510000,0,0,0,IT,4,1,1,0,0,0,1,0
120,男,未,53,4220000,2,製造オペレーター,0.47,2890000,1980000,0,0,製造,4,2,1,0,1,19,1,0
121,男,既,39,6440000,1,高校教員,0.0,2550000,0,0,0,教育,4,1,0,0,0,9,0,0
122,男,未,62,2770000,2,販売スタッフ,0.24,780000,670000,0,0,小売り,4,3,1,0,1,32,0,0
123,男,未,51,3860000,4,ホールスタッフ,0.0,980000,0,0,0,飲食,4,0,1,0,0,9,1,1
124,女,未,39,3650000,2,販売スタッフ,0.0,4330000,0,0,0,小売り,3,1,1,0,1,7,0,0
125,男,未,63,6660000,3,プログラマ,0.0,2120000,0,0,0,IT,3,3,1,0,1,6,1,1
126,女,未,27,2430000,4,ホールスタッフ,0.0,4510000,0,0,0,飲食,3,0,1,0,1,0,0,1
127,女,未,56,5810000,3,プログラマ,0.41,3910000,2380000,0,0,IT,4,2,1,0,0,10,0,0
128,男,既,63,4110000,3,介護スタッフ,0.0,2800000,0,0,0,サービス,2,0,0,0,0,25,1,0
129,女,未,27,2650000,4,ホールスタッフ,0.0,1930000,0,0,0,飲食,3,3,0,0,0,8,0,1
130,女,未,50,3560000,4,ホールスタッフ,0.0,4050000,0,0,0,飲食,1,3,1,0,1,9,0,0
131,男,未,54,6120000,1,高校教員,0.41,3010000,2490000,0,0,教育,1,3,1,0,0,2,1,1
132,男,既,43,2810000,3,介護スタッフ,0.1,3280000,290000,0,0,サービス,4,2,0,0,1,11,1,0
133,女,未,36,6630000,1,市役所職員,0.13,4550000,860000,1,1,行政,3,0,0,0,0,15,1,1
134,女,未,45,6530000,1,高校教員,0.18,4240000,1180000,0,0,教育,1,1,1,0,1,5,0,1
135,女,未,36,2090000,4,ホールスタッフ,0.34,4810000,720000,0,0,飲食,4,3,0,0,1,9,0,0
136,男,既,59,3950000,3,介護スタッフ,0.15,640000,580000,0,0,サービス,2,1,1,0,0,14,1,1
137,女,既,27,2700000,4,ホールスタッフ,0.0,4980000,0,1,0,飲食,4,3,0,0,1,4,1,1
138,女,未,56,4750000,3,プログラマ,0.09,2600000,430000,0,0,IT,3,2,1,0,1,35,0,1
139,男,未,48,6280000,3,プログラマ,0.0,4630000,0,0,0,IT,3,2,1,0,1,16,1,0
140,男,未,31,3160000,2,接客スタッフ,0.0,2030000,0,0,0,サービス,4,0,0,0,0,12,1,1
141,男,未,42,4190000,3,店舗販売員,0.37,1160000,1570000,0,0,小売り,2,3,1,0,0,14,1,1
142,女,未,43,4500000,3,プログラマ,0.26,1370000,1180000,0,0,IT,2,2,0,0,0,22,0,1
143,男,既,25,4550000,3,介護スタッフ,0.35,3490000,1600000,0,0,サービス,1,0,0,0,1,5,0,1
144,女,未,55,2710000,4,ホールスタッフ,0.0,4030000,0,1,1,飲食,1,3,0,0,1,33,0,0
145,男,既,27,2510000,2,接客スタッフ,0.0,3820000,0,0,0,サービス,3,0,1,0,0,2,1,0
146,男,既,49,4430000,1,高校教員,0.0,540000,0,0,0,教育,1,3,0,0,1,11,1,1
147,女,未,30,3880000,2,製造オペレーター,0.0,2820000,0,0,0,製造,3,3,0,0,1,12,0,0
148,男,未,27,4260000,1,高校教員,0.36,1330000,1540000,0,0,教育,3,0,0,0,1,1,0,1
149,女,未,34,4560000,2,接客スタッフ,0.0,1450000,0,0,0,サービス,3,0,0,0,0,9,1,0
150,女,未,57,3820000,4,ホールスタッフ,0.47,2740000,1800000,0,0,飲食,2,0,0,0,0,25,0,0
151,男,未,33,2610000,4,ホールスタッフ,0.0,2020000,0,0,0,飲食,3,2,1,0,0,15,1,0
152,男,未,47,3030000,4,ホールスタッフ,0.0,3370000,0,1,0,飲食,3,0,1,0,0,10,0,0
153,男,既,25,5990000,3,プログラマ,0.12,3130000,720000,0,0,IT,4,0,1,0,0,7,0,0
154,男,未,26,6340000,1,高校教員,0.17,1000000,1060000,0,0,教育,4,2,0,0,0,2,0,1
155,男,未,34,3220000,4,ホールスタッフ,0.0,700000,0,0,0,飲食,4,3,0,0,1,6,1,1
156,女,未,35,4650000,2,販売スタッフ,0.0,3570000,0,0,0,小売り,2,2,1,0,1,17,0,1
157,男,未,43,3940000,3,介護スタッフ,0.37,3680000,1450000,0,0,サービス,1,0,0,0,0,12,0,0
158,男,未,42,6130000,1,高校教員,0.0,3850000,0,0,0,教育,4,0,1,0,1,11,0,0
159,女,未,61,6340000,1,市役所職員,0.1,2350000,620000,0,0,行政,2,2,1,0,1,39,1,0
160,女,未,41,5860000,1,高校教員,0.0,300000,0,0,0,教育,3,1,1,0,1,9,1,1
161,男,未,54,3310000,2,接客スタッフ,0.47,3980000,1570000,0,0,サービス,4,2,0,0,1,3,0,1
162,女,未,42,2710000,2,製造オペレーター,0.07,3930000,200000,0,0,製造,1,3,1,0,0,13,1,0
163,女,未,50,3840000,3,介護スタッフ,0.0,3280000,0,0,0,サービス,2,1,1,0,0,1,1,0
164,女,未,51,7590000,3,プログラマ,0.0,4030000,0,0,0,IT,1,2,0,0,1,25,1,0
165,男,既,33,5080000,1,高校教員,0.14,1700000,690000,0,0,教育,3,1,1,0,1,9,1,1
166,男,未,30,4420000,3,プログラマ,0.0,980000,0,0,0,IT,1,2,1,0,1,12,1,1
167,女,未,44,4740000,2,販売スタッフ,0.23,900000,1090000,0,0,小売り,1,0,1,0,0,0,0,1
168,男,未,42,7010000,3,プログラマ,0.48,3270000,3390000,1,0,IT,2,3,0,0,1,17,1,1
169,男,未,38,2190000,4,清掃員,0.28,1090000,620000,0,0,サービス,2,2,1,0,1,9,0,0
170,女,未,50,3570000,2,製造オペレーター,0.0,3590000,0,1,1,製造,2,3,0,0,0,19,1,1
171,女,未,62,3690000,4,ホールスタッフ,0.0,1900000,0,0,0,飲食,3,1,0,0,1,7,1,1
172,女,既,30,4530000,2,接客スタッフ,0.37,4550000,1690000,0,0,サービス,3,2,1,0,1,1,0,0
173,男,既,33,2110000,4,ホールスタッフ,0.43,2160000,900000,0,0,飲食,4,3,0,0,0,13,1,0
174,男,未,59,6740000,1,市役所職員,0.0,2320000,0,0,0,行政,4,0,0,0,1,1,0,0
175,女,未,57,2800000,3,店舗販売員,0.0,660000,0,0,0,小売り,3,2,0,0,0,35,0,1
176,男,未,55,3970000,2,製造オペレーター,0.17,2130000,690000,0,1,製造,4,0,0,0,1,20,0,1
177,男,未,49,6800000,3,プログラマ,0.0,600000,0,0,0,IT,1,0,0,0,1,20,0,0
178,女,未,59,2640000,2,販売スタッフ,0.0,4820000,0,0,0,小売り,4,3,0,0,1,9,0,0
179,男,未,57,4880000,2,販売スタッフ,0.0,530000,0,0,0,小売り,1,0,0,0,1,15,0,0
180,女,未,42,4740000,2,接客スタッフ,0.0,700000,0,0,0,サービス,1,0,1,0,0,17,1,1
181,男,未,52,3850000,4,ホールスタッフ,0.19,2010000,750000,0,0,飲食,1,3,0,0,1,34,1,1
182,女,既,52,4380000,3,プログラマ,0.0,2920000,0,0,0,IT,1,3,0,0,1,17,1,0
183,女,未,28,2240000,4,ホールスタッフ,0.0,3280000,0,0,0,飲食,1,1,0,0,0,9,1,0
184,男,未,57,3700000,2,接客スタッフ,0.1,3520000,360000,0,0,サービス,4,0,1,0,0,14,1,1
185,女,未,48,6660000,1,高校教員,0.26,1380000,1740000,0,0,教育,4,1,0,0,1,26,1,1
186,男,未,49,3070000,2,接客スタッフ,0.18,1810000,550000,0,0,サービス,3,2,1,0,0,27,1,1
187,女,既,50,2990000,3,介護スタッフ,0.3,4110000,900000,1,0,サービス,4,0,0,0,0,13,0,1
188,男,未,30,4150000,2,接客スタッフ,0.36,4290000,1490000,0,0,サービス,1,3,0,0,0,5,1,0
189,女,既,53,3170000,2,接客スタッフ,0.22,2320000,710000,0,0,サービス,3,3,0,0,0,17,1,0
190,男,既,56,5970000,1,高校教員,0.0,4340000,0,0,0,教育,1,1,0,0,1,18,0,0
191,男,未,37,4670000,3,プログラマ,0.43,3820000,1990000,1,0,IT,1,0,0,0,0,16,1,0
192,女,未,26,3850000,2,接客スタッフ,0.14,3460000,540000,0,0,サービス,2,2,1,0,1,8,0,1
193,男,未,28,4720000,1,市役所職員,0.39,4910000,1830000,0,0,行政,1,0,1,0,0,6,0,1
194,女,未,62,5880000,1,市役所職員,0.0,3350000,0,0,0,行政,2,1,1,0,1,24,1,1
195,男,未,52,2790000,2,製造オペレーター,0.28,2240000,780000,0,0,製造,3,3,0,0,0,6,1,1
196,女,未,34,5520000,1,高校教員,0.0,2810000,0,0,0,教育,4,0,1,0,0,4,0,1
197,女,既,45,4540000,2,販売スタッフ,0.06,4410000,250000,0,0,小売り,4,1,1,0,0,19,1,1
198,男,既,59,2260000,4,ホールスタッフ,0.39,1790000,890000,0,0,飲食,4,0,0,0,0,38,1,1
199,男,既,25,2890000,2,販売スタッフ,0.0,3330000,0,0,0,小売り,2,2,0,0,0,5,1,1
200,男,未,26,6040000,3,プログラマ,0.44,1870000,2630000,0,0,IT,1,1,0,0,0,0,0,0
201,女,未,36,4720000,2,接客スタッフ,0.0,1780000,0,0,0,サービス,2,1,0,0,0,12,0,1
202,女,既,39,2700000,4,ホールスタッフ,0.0,2060000,0,0,0,飲食,2,2,1,0,0,10,0,1
203,男,未,42,690000,5,無職,0.36,4140000,250000,0,0,なし,1,3,0,0,0,24,1,0
204,女,未,48,7820000,3,プログラマ,0.0,440000,0,0,0,IT,2,3,0,0,1,20,1,0
205,男,既,49,3310000,2,製造オペレーター,0.41,2350000,1350000,0,0,製造,2,0,1,0,1,10,1,1
206,男,未,63,3380000,4,ホールスタッフ,0.17,1060000,570000,0,0,飲食,1,3,1,0,0,41,1,1
207,男,未,60,4780000,1,高校教員,0.0,2690000,0,0,0,教育,4,1,0,0,0,40,1,0
208,女,未,32,4640000,1,高校教員,0.05,1870000,230000,0,0,教育,3,3,1,0,0,8,1,1
209,女,未,30,330000,5,無職,0.3,1010000,100000,0,0,なし,2,3,1,0,1,3,1,0
210,男,未,58,4310000,3,店舗販売員,0.42,4080000,1820000,0,0,小売り,3,2,0,0,1,39,1,1
211,男,既,40,3990000,2,製造オペレーター,0.47,1620000,1890000,0,0,製造,3,0,1,0,0,17,0,0
212,女,未,38,4420000,1,市役所職員,0.0,4230000,0,0,0,行政,3,3,1,0,1,6,0,0
213,女,未,29,3100000,3,店舗販売員,0.0,1290000,0,0,0,小売り,2,2,1,0,1,9,1,1
214,女,未,63,6250000,1,市役所職員,0.21,4520000,1300000,0,0,行政,1,0,0,0,0,35,0,1
215,女,未,48,6150000,1,市役所職員,0.0,340000,0,0,0,行政,1,2,0,0,0,17,0,1
216,男,未,62,4270000,2,接客スタッフ,0.0,1300000,0,0,0,サービス,2,0,0,0,0,24,1,1
217,男,既,45,4740000,3,店舗販売員,0.3,440000,1400000,0,0,小売り,3,2,1,0,0,22,1,0
218,女,未,32,5270000,1,高校教員,0.45,1360000,2390000,0,0,教育,1,2,0,0,1,9,1,0
219,男,未,51,6040000,1,市役所職員,0.3,4530000,1840000,0,0,行政,4,0,1,0,1,4,0,1
220,男,既,58,2420000,4,ホールスタッフ,0.0,3340000,0,0,0,飲食,3,0,0,0,1,1,1,1
221,男,既,59,4050000,1,市役所職員,0.0,1800000,0,0,0,行政,2,2,1,0,0,4,0,1
222,男,未,37,4190000,3,介護スタッフ,0.13,2300000,550000,0,0,サービス,2,1,1,0,1,0,0,1
223,女,未,45,3650000,4,ホールスタッフ,0.19,2890000,710000,0,0,飲食,2,0,1,0,0,24,0,0
224,女,未,36,4410000,3,店舗販売員,0.13,4950000,580000,0,0,小売り,4,1,1,0,0,1,0,0
225,女,未,31,6500000,1,市役所職員,0.14,960000,920000,0,0,行政,2,3,1,0,1,3,1,0
226,男,未,25,4410000,1,市役所職員,0.42,990000,1860000,0,0,行政,1,0,0,0,1,4,0,0
227,女,既,27,4150000,3,プログラマ,0.2,3470000,820000,0,0,IT,4,1,1,0,0,3,0,0
228,男,未,52,4910000,2,販売スタッフ,0.0,1690000,0,0,0,小売り,3,1,1,0,1,30,1,1
229,男,既,26,6490000,3,プログラマ,0.0,4990000,0,0,0,IT,4,0,0,1,0,5,0,0
230,男,未,44,6360000,1,高校教員,0.09,590000,600000,1,1,教育,3,3,1,0,0,18,0,0
231,男,既,28,3570000,3,介護スタッフ,0.0,300000,0,0,0,サービス,1,3,1,0,1,7,1,0
232,女,未,32,3790000,4,ホールスタッフ,0.0,1170000,0,0,0,飲食,2,1,1,0,1,11,0,1
233,女,未,32,2800000,2,接客スタッフ,0.37,2090000,1040000,0,0,サービス,1,2,1,0,0,11,1,1
234,男,未,65,3820000,2,接客スタッフ,0.0,2620000,0,0,0,サービス,3,3,0,0,1,28,1,1
235,男,既,51,3210000,2,製造オペレーター,0.0,3810000,0,0,0,製造,1,0,1,0,1,13,1,1
236,男,未,58,3740000,2,販売スタッフ,0.35,2630000,1300000,0,0,小売り,4,0,0,0,0,39,1,1
237,男,既,43,3310000,2,製造オペレーター,0.21,820000,710000,0,0,製造,1,3,1,0,0,7,0,0
238,男,未,44,5000000,1,高校教員,0.0,3460000,0,0,0,教育,3,0,0,0,1,5,1,1
239,男,既,49,3400000,3,介護スタッフ,0.33,1190000,1130000,0,0,サービス,2,1,1,0,1,13,0,1
240,男,未,35,3530000,2,製造オペレーター,0.12,1390000,420000,1,1,製造,1,2,1,0,1,7,1,1
241,男,既,58,5360000,1,市役所職員,0.19,1720000,1030000,0,0,行政,3,0,0,0,0,21,1,0
242,女,未,55,3870000,2,販売スタッフ,0.25,320000,970000,0,0,小売り,2,1,0,1,1,31,1,1
243,男,既,63,7520000,3,プログラマ,0.22,3600000,1620000,0,0,IT,4,3,0,0,1,10,0,1
244,女,既,65,2860000,2,販売スタッフ,0.17,1850000,500000,1,0,小売り,1,2,0,1,0,32,0,0
245,女,未,62,3470000,4,ホールスタッフ,0.0,4310000,0,0,0,飲食,4,3,0,0,1,22,0,0
246,男,未,59,4790000,1,高校教員,0.0,1660000,0,0,0,教育,2,0,0,0,0,6,0,1
247,女,既,32,2690000,2,販売スタッフ,0.45,840000,1200000,0,0,小売り,2,1,1,0,0,8,0,1
248,女,未,26,4420000,2,製造オペレーター,0.36,4730000,1570000,0,0,製造,3,0,1,0,1,2,1,1
